aX,aY,aZ,gX,gY,gZ
0.104,0.946,-0.266,-6.958,4.211,-1.099
0.104,0.953,-0.267,-6.470,3.296,-1.465
0.096,0.958,-0.273,-5.737,2.380,-1.770
0.092,0.956,-0.277,-5.005,1.831,-1.953
0.096,0.954,-0.286,-3.967,1.038,-2.136
0.096,0.952,-0.290,-2.747,0.366,-2.136
0.098,0.951,-0.296,-1.465,-0.122,-2.136
0.100,0.951,-0.298,-0.244,-0.427,-2.014
0.105,0.953,-0.297,0.854,-0.610,-1.892
0.111,0.954,-0.292,1.953,-0.793,-1.831
0.116,0.955,-0.285,2.747,-1.404,-1.343
0.118,0.956,-0.278,3.235,-1.953,-1.099
0.108,0.954,-0.271,3.418,-2.014,-0.793
0.105,0.957,-0.263,3.906,-1.648,-0.488
0.105,0.955,-0.258,4.089,-1.587,-0.122
0.107,0.951,-0.251,3.784,-1.770,0.122
0.107,0.953,-0.246,3.662,-1.892,0.610
0.103,0.953,-0.242,3.174,-1.343,0.916
0.100,0.954,-0.237,2.808,-1.160,0.916
0.098,0.951,-0.233,2.380,-1.038,0.610
0.095,0.954,-0.233,1.831,-0.793,0.488
0.089,0.954,-0.233,1.282,-0.427,0.610
0.087,0.954,-0.232,0.977,-0.122,0.488
0.090,0.953,-0.232,0.427,0.427,0.244
0.093,0.953,-0.232,0.000,0.366,0.122
0.093,0.952,-0.233,-0.427,0.488,-0.305
0.091,0.951,-0.234,-0.916,0.488,-0.549
0.087,0.950,-0.235,-1.221,0.671,-0.854
0.085,0.950,-0.236,-1.526,0.671,-1.099
0.087,0.951,-0.239,-1.892,0.916,-1.343
0.091,0.953,-0.242,-2.319,0.977,-1.587
0.096,0.953,-0.246,-2.441,0.916,-1.709
0.097,0.954,-0.250,-2.319,0.793,-1.709
0.097,0.953,-0.252,-2.502,0.610,-1.892
0.097,0.953,-0.254,-2.502,0.671,-1.892
0.098,0.952,-0.254,-2.380,0.732,-1.831
0.100,0.953,-0.254,-2.075,0.854,-1.648
0.102,0.954,-0.256,-1.892,0.793,-1.831
0.104,0.955,-0.257,-1.770,0.793,-1.648
0.106,0.955,-0.259,-1.587,0.488,-1.404
0.107,0.955,-0.259,-1.404,0.305,-1.221
0.106,0.953,-0.260,-0.977,0.183,-0.916
0.105,0.954,-0.262,-0.610,0.061,-0.671
0.104,0.954,-0.263,-0.366,0.000,-0.366
0.104,0.954,-0.262,0.000,0.061,-0.366
0.103,0.953,-0.262,0.305,0.122,-0.305
0.103,0.954,-0.260,0.671,0.244,-0.244
0.101,0.953,-0.258,0.916,0.183,-0.061
0.100,0.953,-0.256,0.977,-0.061,0.122
0.098,0.954,-0.252,1.038,-0.061,0.061
0.099,0.952,-0.251,1.099,-0.183,0.061
0.096,0.954,-0.248,1.160,-0.061,-0.244
0.094,0.954,-0.246,1.099,-0.183,-0.244
0.094,0.955,-0.244,1.099,-0.305,-0.244
0.094,0.953,-0.243,0.854,-0.244,-0.244
0.095,0.952,-0.241,0.549,-0.366,-0.427
0.094,0.953,-0.242,0.427,-0.427,-0.671
0.092,0.951,-0.242,0.244,-0.366,-0.671
0.093,0.953,-0.240,0.122,-0.183,-0.854
0.093,0.953,-0.240,0.000,-0.244,-1.099
0.094,0.954,-0.240,-0.366,-0.122,-1.160
0.095,0.953,-0.241,-0.488,0.122,-1.221
0.095,0.953,-0.240,-0.793,0.183,-1.343
0.096,0.953,-0.241,-0.916,0.305,-1.343
0.097,0.954,-0.242,-1.038,0.244,-1.343
0.099,0.953,-0.243,-0.977,0.122,-1.221
0.099,0.953,-0.244,-1.282,0.183,-1.343
0.099,0.954,-0.246,-1.099,0.427,-1.282
0.099,0.954,-0.247,-1.221,0.366,-1.343
0.099,0.953,-0.250,-1.282,0.549,-1.282
0.100,0.955,-0.249,-1.282,0.305,-1.221
0.101,0.955,-0.251,-0.916,0.244,-0.977
0.102,0.953,-0.252,-0.854,0.244,-0.854
0.100,0.954,-0.252,-0.732,0.366,-0.793
0.101,0.955,-0.253,-0.732,0.183,-0.793
0.102,0.956,-0.253,-0.427,0.244,-0.793
0.101,0.953,-0.252,-0.183,0.183,-0.793
0.101,0.955,-0.249,0.000,0.244,-0.610
0.102,0.958,-0.250,0.061,0.122,-0.610
0.102,0.957,-0.248,0.000,0.122,-0.549
0.101,0.955,-0.247,-0.061,-0.061,-0.549
0.098,0.954,-0.245,-0.061,-0.061,-0.366
0.098,0.953,-0.245,-0.061,0.122,-0.366
0.096,0.953,-0.242,-0.061,0.305,-0.488
0.096,0.954,-0.242,0.000,0.305,-0.549
0.095,0.954,-0.243,-0.061,0.305,-0.610
0.096,0.955,-0.242,-0.488,0.427,-0.732
0.094,0.954,-0.242,-0.549,0.488,-0.793
0.095,0.955,-0.242,-0.671,0.610,-0.793
0.095,0.954,-0.241,-0.610,0.488,-0.916
0.096,0.953,-0.242,-0.610,0.549,-0.977
0.096,0.953,-0.243,-0.793,0.549,-1.038
0.097,0.955,-0.244,-1.099,0.549,-1.221
0.098,0.953,-0.245,-0.854,0.488,-1.160
0.099,0.956,-0.246,-0.732,0.305,-1.099
0.099,0.955,-0.246,-1.160,0.305,-1.282
0.099,0.955,-0.247,-0.977,0.366,-1.160
0.098,0.953,-0.248,-0.916,0.305,-1.099
0.099,0.955,-0.248,-0.732,0.366,-1.160
0.099,0.954,-0.248,-0.671,0.427,-1.221
0.101,0.955,-0.248,-0.732,0.427,-1.099
0.100,0.955,-0.247,-0.671,0.427,-0.854
0.101,0.954,-0.247,-0.671,0.305,-1.038
0.100,0.955,-0.245,-0.549,0.305,-1.038
0.100,0.957,-0.247,-0.549,0.305,-1.038
0.099,0.954,-0.246,-0.366,0.122,-0.854
0.100,0.955,-0.245,-0.305,0.122,-0.732
0.100,0.955,-0.245,-0.427,-0.122,-0.793
0.099,0.954,-0.243,-0.305,0.061,-0.671
0.101,0.953,-0.245,-0.305,0.000,-0.671
0.099,0.957,-0.244,-0.671,0.183,-0.793
0.097,0.955,-0.244,-0.549,0.244,-0.671

0.169,0.942,-0.190,-2.014,2.869,-0.549
0.150,0.952,-0.193,-2.319,2.808,-1.099
0.146,0.950,-0.194,-2.136,3.296,-1.465
0.160,0.954,-0.192,-1.770,3.601,-1.709
0.177,0.948,-0.194,-1.831,3.296,-1.770
0.181,0.942,-0.203,-2.136,2.502,-1.892
0.169,0.947,-0.206,-2.380,2.014,-2.258
0.159,0.957,-0.204,-2.136,2.319,-2.319
0.160,0.958,-0.197,-1.892,2.686,-2.258
0.177,0.954,-0.194,-1.831,2.747,-2.197
0.189,0.950,-0.194,-1.770,2.075,-1.831
0.187,0.941,-0.197,-2.136,1.770,-1.831
0.175,0.945,-0.194,-2.014,1.648,-1.648
0.177,0.948,-0.196,-2.075,1.343,-1.343
0.175,0.954,-0.197,-2.197,1.343,-1.221
0.165,0.949,-0.191,-2.014,1.343,-1.221
0.163,0.950,-0.190,-2.014,1.831,-1.160
0.173,0.959,-0.196,-2.136,1.587,-1.038
0.187,0.958,-0.202,-2.136,1.160,-1.038
0.187,0.957,-0.206,-2.258,0.732,-0.793
0.176,0.954,-0.204,-1.953,0.549,-0.610
0.171,0.950,-0.207,-1.770,0.244,-0.854
0.168,0.959,-0.208,-1.648,0.305,-1.099
0.156,0.963,-0.204,-1.465,0.671,-0.916
0.157,0.950,-0.194,-1.343,0.977,-0.793
0.175,0.941,-0.194,-1.465,0.793,-0.610
0.185,0.946,-0.196,-1.709,0.183,-0.671
0.174,0.957,-0.193,-2.075,0.305,-0.671
0.167,0.969,-0.187,-1.953,0.671,-0.549
0.173,0.974,-0.186,-1.892,0.549,-0.244
0.187,0.961,-0.190,-2.014,-0.366,0.061
0.193,0.964,-0.200,-2.380,-1.770,0.305
0.181,0.975,-0.203,-2.686,-2.441,0.122
0.159,0.977,-0.202,-2.625,-1.709,0.000
0.149,0.974,-0.198,-2.014,-0.366,-0.061
0.150,0.973,-0.200,-1.465,1.099,-0.305
0.153,0.970,-0.199,-0.793,2.258,0.000
0.171,0.955,-0.203,-0.366,2.808,0.183
0.174,0.943,-0.203,-0.488,2.991,0.000
0.168,0.939,-0.202,-0.366,3.052,-0.122
