aX,aY,aZ,gX,gY,gZ
-0.327,1.029,-0.894,-90.210,-265.930,167.542
0.058,1.508,-1.633,-57.678,-44.128,95.276
-0.772,1.543,-2.808,-61.340,238.220,49.500
-0.495,2.168,-1.347,-89.172,431.702,52.429
0.052,1.912,-0.586,-86.609,490.112,47.119
1.002,2.504,0.433,-5.737,463.623,-10.437
1.204,2.183,0.418,47.058,350.037,-42.480
-0.463,2.423,0.084,11.169,223.022,-10.803
-0.104,2.198,-0.489,3.662,170.898,36.011
-0.637,2.061,-0.123,-2.869,133.850,59.631
0.753,1.622,-0.024,6.409,119.019,68.848
0.905,1.320,-0.078,-7.629,91.797,70.923
0.823,1.222,-0.222,-20.630,66.833,79.407
