aX,aY,aZ,gX,gY,gZ
0.259,0.339,-0.307,-40.955,-61.523,-146.484
0.224,0.437,-0.330,-48.828,-69.275,-153.137
0.274,0.518,-0.316,-49.255,-73.120,-163.696
0.295,0.559,-0.331,-48.645,-70.618,-178.101
0.254,0.602,-0.321,-49.255,-66.833,-190.674
0.177,0.634,-0.295,-51.453,-61.951,-199.646
0.139,0.696,-0.278,-52.612,-55.664,-206.421
0.130,0.732,-0.284,-51.941,-48.645,-212.830
0.110,0.745,-0.261,-51.636,-39.978,-219.971
0.055,0.738,-0.242,-52.002,-27.283,-223.694
0.010,0.777,-0.228,-55.237,-13.367,-232.971
0.020,0.641,-0.175,-72.083,-13.794,-249.695
0.139,0.739,-0.043,-73.914,-10.925,-251.587
0.076,0.880,0.043,-66.528,-3.906,-240.967
-0.049,1.002,0.117,-58.289,-5.676,-236.084
-0.092,1.124,0.184,-55.786,-13.977,-236.267
-0.154,1.211,0.112,-54.443,-29.175,-234.436
-0.332,1.056,0.114,-71.350,-33.081,-240.723
-0.481,1.550,0.065,-58.289,-51.758,-210.815
-0.674,1.606,0.025,-35.034,-76.660,-186.157
-0.735,1.437,-0.093,-31.189,-97.839,-175.537
-0.855,1.447,-0.291,-29.419,-110.657,-173.645
-1.013,1.471,-0.363,-17.212,-112.427,-163.574
-1.192,1.293,-0.392,-7.874,-99.243,-156.128
-1.311,1.182,-0.381,-12.756,-77.820,-163.696
-1.247,1.274,-0.363,-17.456,-48.584,-161.377
-1.231,1.446,-0.408,-16.113,-23.560,-145.264
-1.269,1.563,-0.431,-6.958,-11.047,-120.850
-1.334,1.562,-0.481,8.423,-6.042,-92.896
-1.359,1.421,-0.535,20.203,-2.319,-70.313
-1.302,1.234,-0.508,22.217,-0.061,-56.274
-1.183,1.075,-0.445,19.592,-0.488,-45.288
-1.030,0.934,-0.465,12.390,-3.357,-33.936
-0.867,0.901,-0.513,6.531,-10.132,-22.949
-0.713,0.890,-0.530,1.099,-21.118,-11.475
-0.636,0.939,-0.512,-2.625,-34.424,-0.610
-0.610,1.033,-0.497,-4.272,-42.603,10.498
-0.127,0.847,-0.393,-13.916,-17.578,67.383
-0.288,2.135,-0.915,42.480,63.904,248.474
-0.781,0.823,-0.322,32.166,49.255,226.868
-0.541,0.975,-0.335,12.573,42.419,247.864
-0.642,1.042,-0.698,4.089,37.903,281.250
-0.860,0.858,-0.954,-4.944,16.113,301.880
-1.198,0.691,-1.128,-35.767,-9.033,286.499
-1.246,1.157,0.007,-26.733,-37.659,278.503
-0.425,1.926,0.337,-9.949,-8.057,300.720
0.204,2.138,-0.709,19.409,26.794,305.481
0.320,2.035,-0.958,31.067,36.804,274.536
0.606,1.096,-0.925,-0.122,44.250,189.636
0.418,0.950,-0.397,-63.782,32.166,101.624
-0.041,1.881,-0.183,-46.570,-3.784,91.492
0.183,2.220,-0.160,-20.325,-33.691,87.463
0.318,1.834,-0.386,-15.198,-66.833,65.002
-0.035,1.339,-0.428,-27.222,-88.501,45.349
-0.196,1.236,-0.622,-32.043,-94.788,37.354
-0.568,0.828,-0.898,-32.715,-89.417,30.457
-1.170,0.500,-0.743,-27.649,-66.956,32.166
-1.276,0.761,-0.078,-8.728,-37.476,31.311
-0.974,1.130,0.445,20.691,-21.851,26.428
-0.939,1.250,0.562,31.311,-22.156,19.592
-0.807,1.320,0.117,31.433,-20.325,15.869
-0.378,1.268,-0.400,23.621,-21.179,14.343
-0.151,1.314,-0.514,9.277,-31.494,7.263
-0.230,1.370,-0.448,-3.174,-43.518,-4.150
-0.853,1.235,-0.304,-1.160,-32.227,-0.671
-0.883,0.845,-0.388,-5.310,-15.869,7.874
-0.662,0.649,-0.452,-11.414,-8.118,2.991
-0.583,0.508,-0.478,-9.583,-5.127,-1.526
-0.597,0.511,-0.415,-8.972,-2.136,-7.874
-0.509,0.639,-0.363,-9.460,-2.930,-12.573
-0.466,0.851,-0.355,-3.601,-5.676,-11.230
-0.485,0.928,-0.355,0.610,-6.653,-7.507
-0.477,0.856,-0.353,2.441,-6.714,-4.028
-0.498,0.778,-0.346,3.845,-4.944,-5.005
-0.481,0.714,-0.356,2.686,-5.371,-7.324
-0.481,0.722,-0.363,3.418,-5.127,-7.263
-0.482,0.731,-0.381,4.578,-3.296,-5.066
-0.438,0.760,-0.436,4.333,-1.709,-2.441
-0.319,0.781,-0.500,3.052,-1.221,0.427
-0.204,0.885,-0.464,1.770,-2.930,3.052
-0.310,1.003,-0.401,3.357,-1.160,5.493
-0.448,0.881,-0.364,-1.526,-0.244,5.249
-0.486,0.833,-0.297,-7.202,0.854,4.456
-0.418,0.822,-0.294,-8.301,3.052,5.188
-0.392,0.857,-0.319,-7.568,4.761,6.592
-0.385,0.871,-0.356,-8.057,5.798,9.033
-0.390,0.903,-0.398,-9.949,7.263,13.000
-0.405,0.910,-0.425,-10.925,8.850,14.526
-0.366,0.883,-0.426,-10.559,9.766,17.090
-0.319,0.842,-0.400,-10.254,9.338,23.621
-0.362,0.829,-0.415,-6.226,6.897,23.926
-0.370,0.763,-0.407,-2.563,4.761,16.724
-0.342,0.829,-0.400,-2.197,3.967,13.000
-0.365,0.931,-0.393,0.366,3.418,17.517
-0.399,0.994,-0.403,3.540,5.066,25.574
-0.496,1.003,-0.388,3.418,10.986,34.180
-0.516,1.036,-0.348,0.061,20.264,42.786
-0.498,0.940,-0.330,0.061,24.658,51.453
-0.584,0.853,-0.365,0.366,26.733,54.871
-0.517,0.816,-0.468,-0.122,33.447,56.274
-0.287,0.826,-0.539,-2.625,35.461,53.406
-0.371,0.792,-0.566,1.648,37.354,54.749
-0.715,0.725,-0.537,-0.183,47.668,63.660
-0.837,0.782,-0.493,0.854,58.777,64.941
-0.685,0.994,-0.420,4.272,67.139,62.683
-0.450,1.186,-0.385,4.883,72.510,64.087
-0.343,1.220,-0.343,8.911,74.707,73.608
-0.536,1.009,-0.269,6.226,70.801,91.980
-0.729,0.823,-0.176,-0.366,68.359,106.506
-0.708,0.777,-0.140,-2.686,66.528,106.201
-0.524,0.867,-0.168,1.099,60.242,100.281
-0.470,1.041,-0.233,8.606,52.856,93.079
-0.514,1.139,-0.297,13.611,49.255,91.858
-0.624,1.198,-0.339,10.010,49.500,101.074
-0.581,1.148,-0.367,6.348,52.124,112.488
-0.606,1.132,-0.386,2.747,53.345,119.751
-0.672,1.278,-0.471,1.404,56.824,120.361
-0.575,1.537,-0.549,3.784,65.247,116.089
-0.393,1.802,-0.587,9.705,76.172,112.244
-0.304,1.922,-0.653,17.700,88.623,111.267
-0.213,1.781,-0.591,26.733,102.844,111.450
-0.127,1.385,-0.496,31.006,103.271,114.380
-0.065,1.014,-0.372,37.903,82.703,111.816
-0.165,0.638,-0.058,47.302,73.181,103.699
-0.327,0.212,0.061,47.546,73.547,91.125
-0.417,-0.031,-0.044,47.119,66.772,65.430
-0.576,-0.353,0.013,50.598,64.453,47.607
-0.367,-0.606,-0.094,43.945,55.603,44.312
0.330,-0.739,-0.495,31.006,31.921,38.513
0.985,-0.690,-0.549,21.545,20.752,20.508
1.420,-0.612,-0.200,13.245,33.447,-11.353
1.172,-0.420,0.512,2.502,29.114,-65.369
0.612,-0.011,0.365,-6.897,0.183,-109.924
0.149,0.426,-0.005,-1.404,-11.780,-120.972
0.053,0.315,-0.355,-5.310,-26.550,-117.676
0.115,0.264,-0.524,-13.489,-45.654,-126.587
0.127,0.366,-0.266,-6.958,-53.955,-144.531
0.088,0.318,-0.198,-5.127,-54.871,-161.255
0.008,0.257,-0.277,-15.503,-51.819,-173.828
-0.044,0.277,-0.359,-30.396,-50.232,-182.373
-0.059,0.426,-0.338,-38.025,-47.791,-192.017
-0.035,0.529,-0.283,-41.321,-47.852,-200.073
-0.017,0.586,-0.245,-44.250,-50.659,-208.618
-0.015,0.638,-0.200,-46.387,-49.927,-214.111
-0.057,0.685,-0.200,-46.021,-44.250,-220.520
-0.057,0.675,-0.175,-48.523,-47.607,-230.835
-0.013,0.715,-0.158,-53.528,-52.979,-242.920
-0.020,0.834,-0.153,-56.824,-54.077,-251.038
-0.075,0.947,-0.141,-58.960,-54.565,-253.052
-0.144,1.174,-0.168,-63.904,-55.115,-248.596
-0.280,1.188,-0.165,-72.571,-50.659,-262.634
-0.481,1.062,-0.211,-103.516,-49.377,-279.846
-0.541,1.500,-0.296,-74.036,-35.156,-227.661
-0.560,1.572,-0.415,-37.109,-30.884,-183.960
-0.593,1.341,-0.345,-46.143,-42.419,-164.734
-0.915,1.602,-0.296,-48.462,-54.260,-165.955
-1.346,1.555,-0.203,-40.771,-55.359,-179.382
-1.380,1.471,-0.253,-39.124,-48.401,-195.068
-1.345,1.431,-0.321,-36.926,-41.321,-193.359
-1.333,1.389,-0.320,-33.264,-32.959,-177.673
-1.301,1.301,-0.350,-27.466,-23.010,-160.645
-1.236,1.197,-0.394,-23.987,-11.536,-145.691
-1.169,1.200,-0.396,-17.578,2.014,-128.784
-1.155,1.187,-0.388,-10.620,13.733,-110.046
-1.165,1.156,-0.443,-4.822,21.973,-92.224
-1.139,1.072,-0.480,-2.075,29.358,-76.172
-1.075,1.026,-0.446,-2.686,36.560,-61.279
