aX,aY,aZ,gX,gY,gZ
0.002,1.198,-0.330,22.217,31.311,58.289
0.094,1.169,-0.323,20.325,33.020,60.486
0.006,1.245,-0.312,21.484,30.884,63.782
0.128,1.307,-0.250,22.705,31.677,65.796
0.081,1.240,-0.337,19.836,30.029,71.289
-0.021,1.292,-0.309,19.287,31.067,74.829
0.136,1.286,-0.251,20.630,32.166,75.134
0.129,1.208,-0.295,19.470,34.668,77.820
0.056,1.219,-0.286,19.958,36.194,81.604
0.045,1.206,-0.293,19.775,38.696,83.191
-0.015,1.193,-0.328,20.813,41.565,85.693
0.043,1.258,-0.304,22.583,46.021,88.562
0.104,1.234,-0.335,21.484,48.584,90.881
0.161,1.229,-0.368,21.606,47.852,94.604
0.136,1.133,-0.430,18.311,46.326,98.450
0.128,1.056,-0.419,13.489,45.105,101.990
0.117,0.998,-0.373,6.653,40.955,104.248
-0.037,1.035,-0.326,3.967,36.316,105.469
-0.146,1.072,-0.313,2.380,32.715,105.774
-0.166,1.130,-0.302,3.174,28.015,105.286
-0.188,1.109,-0.288,5.066,27.100,103.027
-0.253,1.074,-0.357,3.906,24.841,103.149
-0.284,1.054,-0.425,1.831,20.508,101.318
-0.337,1.054,-0.439,0.061,19.775,97.778
-0.294,1.007,-0.427,0.366,23.132,91.553
-0.223,0.913,-0.429,0.916,25.391,85.815
-0.162,0.806,-0.409,2.808,28.931,79.834
-0.191,0.691,-0.384,4.211,31.555,74.585
-0.245,0.609,-0.347,8.667,36.377,70.190
-0.389,0.516,-0.324,13.733,42.908,63.721
-0.394,0.490,-0.328,18.616,49.316,53.589
-0.187,0.497,-0.287,24.170,50.232,38.452
-0.024,0.482,-0.243,26.794,48.462,22.522
0.084,0.481,-0.195,28.748,44.312,10.742
0.071,0.456,-0.168,28.687,38.452,2.808
0.068,0.389,-0.154,28.198,33.020,-4.150
0.131,0.300,-0.132,26.917,28.320,-13.977
0.160,0.257,-0.108,25.146,22.766,-26.794
0.175,0.282,-0.090,22.278,14.526,-41.199
0.177,0.323,-0.082,18.799,4.028,-52.368
0.172,0.360,-0.085,14.160,-10.254,-61.951
0.141,0.405,-0.090,9.583,-25.757,-72.205
0.054,0.461,-0.075,6.470,-37.292,-83.496
-0.016,0.515,-0.060,4.578,-43.579,-94.360
-0.005,0.541,-0.057,3.052,-49.316,-103.638
0.011,0.555,-0.056,0.732,-54.382,-111.816
0.028,0.595,-0.071,-1.709,-58.899,-118.896
0.051,0.656,-0.083,-2.808,-64.026,-125.000
0.055,0.723,-0.098,-3.967,-67.444,-131.226
0.051,0.778,-0.141,-6.042,-70.068,-138.062
0.034,0.853,-0.166,-7.996,-73.425,-144.165
0.045,0.844,-0.208,-15.991,-83.313,-152.344
0.006,1.141,-0.249,-13.672,-82.764,-149.414
-0.097,0.935,-0.300,-16.174,-70.801,-163.086
-0.098,1.094,-0.343,-4.517,-68.054,-158.569
-0.105,1.148,-0.399,5.127,-60.242,-155.579
-0.088,1.140,-0.423,8.240,-55.969,-155.457
-0.131,1.136,-0.449,6.653,-50.842,-158.142
-0.167,1.141,-0.449,2.991,-45.715,-162.720
-0.193,1.177,-0.467,2.319,-37.964,-162.354
-0.183,1.219,-0.473,-0.854,-30.701,-163.452
-0.158,1.235,-0.489,-6.592,-24.963,-166.748
-0.083,1.248,-0.492,-13.733,-22.888,-171.021
-0.032,1.265,-0.502,-21.423,-24.048,-173.157
0.017,1.263,-0.515,-30.823,-28.625,-173.279
0.110,1.275,-0.512,-40.466,-37.903,-170.166
0.112,1.302,-0.499,-48.035,-49.866,-164.917
0.013,1.306,-0.486,-53.040,-59.143,-159.363
-0.069,1.300,-0.498,-57.495,-66.650,-154.114
-0.274,1.345,-0.438,-57.983,-65.308,-148.682
-0.546,1.420,-0.382,-51.453,-51.392,-144.226
-0.633,1.395,-0.345,-43.884,-32.593,-139.282
-0.610,1.401,-0.282,-33.508,-11.414,-131.531
-0.553,1.343,-0.304,-25.513,3.174,-121.826
-0.504,1.244,-0.345,-20.813,11.902,-112.427
-0.474,1.181,-0.360,-19.043,15.747,-101.868
-0.487,1.163,-0.322,-17.395,17.639,-90.088
-0.496,1.151,-0.253,-15.198,18.433,-76.355
-0.517,1.133,-0.183,-13.000,18.372,-61.707
-0.520,1.130,-0.130,-10.803,17.456,-47.180
-0.512,1.115,-0.091,-8.606,12.573,-31.494
-0.537,1.081,-0.057,-5.981,7.263,-15.198
-0.526,1.063,-0.068,-5.249,1.465,-0.305
-0.498,1.066,-0.075,-4.639,-5.798,13.367
-0.490,1.067,-0.083,-4.028,-12.817,26.367
-0.496,1.092,-0.076,-2.747,-18.005,38.818
-0.463,1.066,-0.085,-1.648,-22.217,50.537
-0.401,1.073,-0.085,-0.183,-27.039,60.669
-0.377,1.073,-0.082,2.686,-27.527,68.909
-0.146,1.004,-0.086,5.127,-29.724,72.754
0.330,0.868,-0.257,5.615,-33.081,66.833
1.091,0.703,-0.427,1.892,-37.720,43.335
1.506,0.474,-0.513,-6.714,-43.030,19.958
1.247,0.516,-0.448,-13.733,-46.082,13.855
0.708,0.878,-0.152,-9.399,-47.546,20.447
-0.052,1.278,-0.100,-6.470,-49.988,34.912
-0.355,1.588,-0.287,-5.066,-54.016,49.072
-0.334,1.587,-0.507,-7.751,-52.368,55.115
-0.110,1.505,-0.557,-8.789,-41.443,56.580
0.137,1.413,-0.261,1.282,-18.921,51.941
0.277,1.102,-0.150,5.859,-3.113,46.753
0.024,0.977,-0.140,1.892,8.362,49.316
-0.078,1.067,-0.093,1.892,13.062,51.758
0.079,1.035,-0.170,3.296,11.658,46.631
0.347,0.908,-0.237,2.075,7.141,38.757
0.398,0.769,-0.283,-1.160,0.244,35.095
0.187,0.744,-0.381,-4.150,-5.554,35.950
0.005,0.804,-0.400,-3.418,-10.864,33.752
0.012,0.873,-0.429,-2.075,-12.207,27.405
0.147,0.850,-0.371,-1.587,-8.972,18.799
0.224,0.835,-0.286,-2.930,-4.822,14.526
0.021,0.872,-0.274,-5.676,1.221,16.296
0.151,0.951,-0.229,-2.930,7.568,13.306
0.202,0.927,-0.179,-3.296,10.620,12.817
0.215,0.917,-0.239,-6.226,8.728,15.442
0.417,0.917,-0.210,-8.179,1.953,13.794
0.179,0.904,-0.237,-12.207,-2.136,17.456
0.318,0.934,-0.267,-11.780,-4.028,15.564
0.259,0.881,-0.284,-13.977,-7.202,15.503
0.145,0.940,-0.351,-14.893,-6.775,17.456
0.197,0.922,-0.401,-13.855,-6.287,15.259
0.138,0.951,-0.386,-12.146,-2.991,15.625
0.140,0.917,-0.422,-10.132,-0.305,14.282
0.217,0.909,-0.412,-8.667,2.136,11.963
0.039,0.950,-0.406,-7.812,7.446,12.634
0.088,0.943,-0.378,-5.127,10.437,11.597
0.284,0.939,-0.422,-3.662,11.230,8.911
0.233,0.882,-0.417,-4.089,11.292,9.827
0.168,0.930,-0.357,-2.563,12.268,10.864
0.162,0.923,-0.338,-0.488,13.428,9.460
0.098,0.907,-0.304,-0.061,13.855,11.047
0.120,0.942,-0.352,0.122,10.986,12.512
0.263,0.901,-0.337,2.075,8.972,9.949
0.159,0.879,-0.340,1.099,7.141,9.705
0.110,0.870,-0.337,0.610,5.249,8.301
0.112,0.902,-0.339,1.343,5.859,7.141
0.146,0.913,-0.326,1.892,6.470,5.981
0.133,0.879,-0.340,1.526,5.432,5.981
0.147,0.911,-0.334,1.587,5.859,6.470
0.071,0.902,-0.360,1.099,6.104,7.751
0.186,0.902,-0.352,1.526,5.981,7.080
0.162,0.874,-0.352,0.244,4.089,8.179
0.165,0.908,-0.326,0.549,4.028,8.362
0.067,0.912,-0.345,0.061,5.188,8.545
0.120,0.941,-0.320,0.916,5.432,8.850
0.067,0.917,-0.347,0.427,5.615,10.376
0.209,0.927,-0.304,1.648,7.751,9.460
0.153,0.876,-0.332,-0.122,7.019,11.230
0.255,0.918,-0.294,-0.061,6.958,12.268
0.096,0.906,-0.358,-1.465,5.432,16.113
0.163,0.936,-0.347,-1.160,5.188,16.907
0.079,0.899,-0.411,-2.197,3.174,19.409
0.167,0.923,-0.367,-0.977,5.371,17.822
0.091,0.906,-0.371,-0.610,7.751,17.212
0.109,0.915,-0.339,0.671,8.362,17.029
0.022,0.913,-0.370,0.488,9.277,18.005
0.076,0.930,-0.319,0.671,12.085,17.700
-0.073,0.949,-0.316,0.000,13.611,20.569
0.142,0.917,-0.305,0.854,14.465,19.531
0.210,0.881,-0.338,-0.916,13.855,21.179
0.218,0.899,-0.362,-0.488,13.000,21.484
0.189,0.901,-0.358,-0.244,11.169,22.217
-0.078,0.964,-0.388,0.427,11.658,25.146
-0.058,0.951,-0.371,3.296,15.442,25.330
0.079,0.953,-0.361,5.005,16.968,26.062
0.202,0.862,-0.405,5.310,17.944,24.658
0.226,0.874,-0.369,3.723,17.273,25.513
-0.049,0.994,-0.381,4.578,15.503,28.015
-0.006,0.917,-0.340,5.737,15.442,28.442
0.076,0.990,-0.338,7.690,16.602,30.762
0.131,0.880,-0.377,6.714,16.113,30.823
0.197,0.942,-0.353,7.263,14.893,32.043
-0.046,0.938,-0.395,6.470,14.893,35.400
0.085,0.963,-0.331,9.033,15.198,35.400
0.158,0.923,-0.380,8.728,14.771,37.415
-0.051,0.954,-0.386,9.277,13.733,41.504
0.125,0.962,-0.316,11.169,15.381,40.344
0.037,0.946,-0.376,9.155,14.038,43.518
-0.041,1.014,-0.356,11.719,15.381,43.396
0.114,0.936,-0.336,11.719,18.005,43.884
-0.071,0.995,-0.383,12.207,17.456,46.570
0.033,0.935,-0.354,12.817,18.494,47.058
0.004,0.987,-0.375,13.855,20.081,50.537
-0.033,0.948,-0.384,13.855,21.790,51.941
0.130,0.971,-0.323,15.076,23.010,53.345
-0.040,1.008,-0.405,14.771,22.156,58.411
0.004,1.033,-0.424,16.235,22.461,59.326
0.203,1.057,-0.448,16.907,23.193,60.303
0.021,1.105,-0.478,15.564,24.963,64.148
-0.003,1.171,-0.382,16.113,28.076,65.552
0.118,1.183,-0.362,15.869,28.442,68.787
-0.007,1.238,-0.376,15.869,27.527,74.951
0.116,1.250,-0.338,15.808,28.320,78.247
0.115,1.281,-0.335,14.771,28.076,83.252
0.117,1.300,-0.302,14.343,28.564,87.585
0.125,1.288,-0.281,12.207,26.855,92.896

0.016,1.083,-0.371,19.531,30.701,55.420
-0.034,1.037,-0.399,20.386,33.020,54.932
0.035,1.035,-0.370,20.935,33.142,54.993
-0.068,1.092,-0.375,21.851,33.813,56.580
-0.018,1.064,-0.362,22.461,34.180,57.800
-0.048,1.205,-0.307,27.161,35.034,59.326
0.052,1.114,-0.341,27.954,35.278,58.960
0.016,1.157,-0.369,28.870,32.898,61.035
-0.045,1.157,-0.343,28.381,31.799,62.805
0.028,1.164,-0.294,29.541,29.724,64.087
-0.078,1.190,-0.315,29.236,28.198,67.139
0.080,1.137,-0.219,30.701,26.733,67.932
0.090,1.079,-0.265,28.381,23.560,70.557
0.102,1.051,-0.199,28.625,21.667,71.655
0.064,0.974,-0.279,24.658,16.846,74.890
-0.076,1.053,-0.250,22.034,13.672,79.651
-0.099,1.054,-0.259,21.362,11.230,82.581
-0.007,1.068,-0.264,20.447,9.338,85.266
0.088,1.056,-0.289,18.066,6.470,87.524
0.048,1.006,-0.359,15.564,5.432,91.553
-0.022,1.056,-0.375,13.123,6.287,95.032
-0.032,1.032,-0.391,9.399,6.226,97.900
0.014,1.085,-0.366,8.179,6.714,101.685
0.073,1.087,-0.360,6.836,5.615,103.149
0.075,1.107,-0.364,6.897,3.418,106.201
-0.071,1.139,-0.357,7.812,0.549,109.436
-0.131,1.152,-0.362,8.850,-2.319,110.596
-0.148,1.169,-0.391,8.850,-5.493,110.779
-0.202,1.204,-0.414,9.338,-9.705,110.291
-0.208,1.225,-0.453,12.207,-10.010,108.948
-0.105,1.123,-0.476,13.428,-9.705,104.065
-0.125,1.020,-0.480,14.648,-7.202,100.769
-0.152,0.922,-0.475,16.663,-0.610,93.628
-0.106,0.823,-0.451,19.287,6.836,85.754
-0.153,0.721,-0.429,22.705,13.062,79.590
-0.289,0.581,-0.377,27.893,20.874,72.815
-0.364,0.503,-0.328,31.311,27.222,62.805
-0.283,0.495,-0.353,33.508,28.442,48.706
0.005,0.523,-0.305,36.499,23.315,31.067
-0.071,0.607,-0.149,35.400,16.724,19.287
-0.262,0.552,-0.482,29.053,9.705,17.029
0.093,0.468,-0.412,30.029,5.310,2.625
0.302,0.269,-0.322,29.419,3.052,-15.564
0.286,0.193,-0.232,26.794,0.916,-30.640
0.200,0.202,-0.195,24.231,-1.221,-44.006
0.182,0.224,-0.182,19.714,-4.700,-56.519
0.166,0.265,-0.177,16.296,-10.254,-69.275
0.130,0.309,-0.182,11.963,-14.099,-81.604
0.125,0.335,-0.203,7.080,-19.897,-94.482
0.102,0.367,-0.203,3.357,-25.269,-107.788
0.101,0.398,-0.204,0.122,-28.992,-120.850
0.106,0.437,-0.218,-3.357,-32.776,-132.385
0.118,0.470,-0.226,-6.775,-37.964,-142.639
0.122,0.507,-0.220,-10.437,-43.152,-151.489
0.136,0.556,-0.228,-14.038,-46.875,-160.522
0.142,0.639,-0.222,-16.846,-50.476,-169.434
0.125,0.737,-0.225,-18.738,-52.856,-178.162
0.099,0.840,-0.235,-20.813,-54.626,-186.279
0.113,0.853,-0.257,-29.968,-60.547,-197.327
0.076,1.154,-0.271,-29.663,-58.167,-196.655
-0.067,0.913,-0.352,-35.156,-39.246,-220.093
-0.043,1.179,-0.406,-25.024,-34.058,-218.567
-0.053,1.261,-0.428,-15.320,-25.757,-215.820
-0.063,1.362,-0.437,-9.583,-23.071,-212.402
-0.071,1.359,-0.410,-13.306,-24.902,-216.125
-0.074,1.402,-0.418,-14.282,-25.940,-214.050
-0.005,1.460,-0.424,-18.005,-31.982,-213.867
0.034,1.514,-0.434,-23.437,-40.466,-216.187
-0.005,1.549,-0.420,-28.320,-46.143,-216.309
-0.132,1.550,-0.409,-31.799,-48.523,-214.355
-0.184,1.535,-0.404,-35.583,-49.622,-211.670
-0.233,1.569,-0.421,-36.621,-50.720,-207.031
-0.269,1.648,-0.428,-34.729,-49.255,-200.806
-0.307,1.708,-0.423,-30.029,-44.983,-192.322
-0.359,1.713,-0.443,-24.231,-37.170,-182.251
-0.405,1.623,-0.489,-19.653,-26.978,-171.509
-0.485,1.522,-0.380,-15.869,-14.160,-159.607
-0.505,1.392,-0.328,-14.526,-5.249,-145.813
-0.449,1.316,-0.306,-13.550,0.793,-131.836
-0.417,1.232,-0.296,-15.503,3.479,-115.784
-0.424,1.184,-0.267,-17.639,2.197,-100.342
-0.443,1.165,-0.227,-18.066,-0.061,-85.876
-0.434,1.136,-0.186,-18.005,-3.845,-70.618
-0.453,1.116,-0.163,-16.113,-7.263,-54.199
-0.442,1.098,-0.148,-13.123,-9.766,-37.476
-0.419,1.095,-0.146,-10.071,-12.207,-19.897
-0.379,1.079,-0.162,-7.385,-15.320,-2.625
-0.323,1.068,-0.170,-5.615,-18.616,12.939
-0.277,1.065,-0.177,-4.395,-23.132,27.893
-0.272,1.043,-0.175,-3.662,-27.649,40.955
-0.281,1.027,-0.166,-2.808,-30.640,52.368
-0.289,1.016,-0.180,-3.174,-32.715,62.622
-0.298,1.030,-0.198,-3.113,-34.546,71.472
-0.307,1.029,-0.209,-2.747,-33.081,78.674
-0.291,1.021,-0.223,-0.305,-24.963,82.764
-0.036,0.988,-0.226,1.404,-20.508,82.275
0.480,0.891,-0.382,1.709,-17.700,71.716
1.064,0.783,-0.354,1.770,-14.709,50.171
1.334,0.586,-0.416,-3.296,-12.085,33.752
1.094,0.638,-0.339,-6.653,-10.864,30.884
0.621,0.782,-0.224,-7.568,-12.939,37.415
0.301,0.998,-0.151,-4.639,-19.775,45.654
0.133,1.144,-0.158,-3.906,-27.954,54.199
0.052,1.250,-0.280,-6.958,-31.677,59.387
0.310,1.284,-0.321,-7.751,-33.386,56.335
0.286,1.148,-0.388,-11.108,-31.189,53.772
0.175,1.113,-0.387,-12.207,-26.184,55.359
-0.037,1.155,-0.300,-10.742,-19.104,58.167
-0.069,1.165,-0.325,-9.216,-13.428,59.814
0.079,1.115,-0.337,-8.972,-8.179,57.495
0.197,1.071,-0.257,-6.836,-0.549,53.711
0.169,0.981,-0.234,-5.005,5.981,52.002
0.150,0.895,-0.316,-3.967,8.545,50.354
0.135,0.848,-0.396,-3.357,10.315,45.837
0.091,0.865,-0.399,-3.174,11.414,40.894
0.169,0.895,-0.389,-1.953,11.169,35.156
0.229,0.856,-0.340,-2.136,8.667,30.884
0.253,0.841,-0.330,-2.991,6.531,28.931
0.207,0.850,-0.299,-3.906,6.470,28.198
0.174,0.872,-0.279,-2.991,8.545,27.100
0.171,0.896,-0.277,-3.967,12.146,26.001
0.277,0.894,-0.228,-5.249,14.404,24.048
0.286,0.900,-0.241,-7.874,18.921,23.376
0.184,0.895,-0.253,-9.521,20.447,25.085
0.228,0.923,-0.267,-9.094,21.362,25.940
0.188,0.877,-0.299,-11.292,18.738,27.893
0.322,0.906,-0.276,-9.949,17.700,27.771
0.316,0.873,-0.297,-11.169,15.076,28.809
0.252,0.877,-0.336,-12.756,12.085,31.433
0.210,0.925,-0.454,-14.038,7.080,33.386
0.195,0.958,-0.427,-11.780,3.845,33.997
0.096,0.969,-0.458,-9.766,3.845,35.583
0.278,0.906,-0.444,-5.920,3.662,31.616
0.183,0.897,-0.418,-5.493,5.554,30.945
0.191,0.911,-0.401,-2.869,11.353,28.381
0.103,0.868,-0.385,-4.150,15.137,27.649
-0.000,0.982,-0.395,-4.822,19.958,30.151
0.062,0.942,-0.400,-3.174,19.897,28.687
0.190,0.962,-0.335,-1.221,18.066,26.062
0.247,0.868,-0.358,-0.793,15.198,22.034
0.186,0.845,-0.339,-1.038,14.954,19.531
-0.012,0.954,-0.338,-0.916,14.465,18.433
0.013,0.886,-0.356,-0.122,15.137,14.587
0.022,0.980,-0.344,0.610,14.771,13.184
0.173,0.869,-0.350,0.488,14.099,9.216
0.147,0.906,-0.343,1.099,12.939,8.484
0.068,0.851,-0.368,-0.793,13.184,6.592
0.020,0.941,-0.370,-0.732,12.268,6.714
0.142,0.899,-0.389,-0.671,12.329,3.357
0.169,0.910,-0.363,-1.709,10.620,4.395
0.032,0.928,-0.397,-1.526,8.362,5.859
0.225,0.912,-0.369,0.610,6.409,3.235
0.084,0.874,-0.385,-1.465,4.028,5.676
0.064,0.921,-0.388,0.183,4.211,4.761
0.205,0.873,-0.370,0.122,4.150,2.319
0.033,0.896,-0.352,-1.343,2.441,5.615
0.135,0.935,-0.341,0.183,3.479,3.906
0.074,0.908,-0.367,-1.038,3.723,5.188
0.096,0.935,-0.356,-0.122,2.808,6.104
0.087,0.938,-0.375,1.404,3.418,7.202
0.224,0.865,-0.370,1.587,3.418,7.690
0.042,0.931,-0.374,0.977,2.075,12.390
0.038,0.910,-0.391,2.319,0.610,13.306
0.249,0.887,-0.382,2.808,1.831,11.902
0.101,0.890,-0.391,1.160,3.113,14.038
0.079,0.930,-0.387,3.235,5.127,15.076
0.152,0.943,-0.380,4.089,5.981,16.968
0.014,0.906,-0.410,3.418,6.104,21.667
0.101,0.949,-0.397,5.493,7.080,22.766
0.118,0.880,-0.380,5.188,7.629,24.109
0.101,0.902,-0.362,5.554,6.958,25.024
0.046,0.939,-0.351,6.042,7.263,26.184
0.006,0.928,-0.362,6.226,8.057,26.245
0.070,0.924,-0.373,6.287,7.812,25.696
0.011,0.933,-0.371,6.165,8.850,26.428
-0.036,0.914,-0.377,5.920,10.742,25.574
0.031,0.938,-0.367,7.263,11.047,24.719
0.044,0.893,-0.387,7.019,12.573,25.696
0.052,0.923,-0.367,8.118,13.062,25.391
0.012,0.896,-0.380,7.141,11.902,26.489
0.019,0.941,-0.359,8.362,14.526,26.367
-0.087,0.930,-0.384,7.202,16.541,27.100
0.079,0.919,-0.362,8.301,19.470,24.658
-0.021,0.962,-0.388,9.094,22.644,25.696
0.086,0.907,-0.374,8.484,23.560,25.879
-0.030,1.002,-0.359,9.888,24.719,28.748
0.036,0.889,-0.375,9.949,26.306,30.457
0.033,0.982,-0.353,10.925,25.818,33.203
0.107,0.915,-0.391,11.292,25.452,34.607
0.083,0.945,-0.379,11.108,25.330,37.170
-0.013,0.930,-0.384,11.597,23.682,40.588
0.066,0.967,-0.354,13.977,23.621,42.419
-0.124,0.978,-0.394,11.719,21.240,48.035
-0.012,1.073,-0.310,13.855,23.926,46.875
0.079,0.990,-0.375,14.160,25.146,47.668
0.031,1.083,-0.376,15.930,24.170,46.204
0.111,1.032,-0.422,13.733,23.804,46.021
-0.209,1.170,-0.459,12.695,25.391,49.194
-0.112,1.198,-0.321,13.611,28.687,49.072
0.008,1.220,-0.262,18.311,31.616,50.598
0.152,1.108,-0.296,19.409,30.884,51.270
0.174,1.096,-0.361,18.555,28.198,54.871
-0.043,1.244,-0.402,18.188,26.306,59.448
-0.013,1.211,-0.404,17.761,25.696,63.110
0.018,1.296,-0.362,19.531,28.625,66.467
0.097,1.165,-0.364,18.982,30.762,68.909
0.112,1.171,-0.314,20.203,33.447,72.327
-0.007,1.097,-0.322,18.066,34.058,76.782
0.049,1.121,-0.265,18.250,37.109,80.444
0.077,1.111,-0.251,16.968,39.734,82.947
-0.089,1.146,-0.276,16.724,40.161,87.463
0.009,1.188,-0.234,19.043,41.687,88.562
0.078,1.155,-0.293,18.677,42.419,90.515
-0.003,1.170,-0.369,19.348,41.138,94.238
0.105,1.121,-0.368,18.738,41.504,94.727
0.046,1.039,-0.451,11.780,37.842,97.168
0.042,1.030,-0.444,7.202,31.921,97.595
0.012,1.007,-0.385,2.136,25.513,100.403
-0.085,1.047,-0.317,2.686,24.597,103.394
-0.149,1.055,-0.310,3.357,24.414,105.164
-0.152,1.045,-0.341,2.686,21.118,104.919
-0.323,1.070,-0.390,-0.488,17.273,106.934
-0.418,1.120,-0.443,-2.258,16.113,106.262
-0.276,1.063,-0.455,-2.502,16.602,102.173
-0.182,0.977,-0.419,-2.625,18.372,97.046
-0.152,0.890,-0.379,-0.854,21.790,92.896
-0.176,0.789,-0.356,1.343,25.757,87.952
-0.268,0.689,-0.312,2.869,30.945,81.848
-0.339,0.693,-0.305,4.822,34.912,74.585
-0.360,0.596,-0.291,6.836,34.851,67.322
-0.340,0.587,-0.252,9.277,32.410,58.167
-0.170,0.581,-0.232,11.475,28.320,45.776
-0.004,0.573,-0.217,13.611,22.095,33.936
0.066,0.531,-0.195,15.259,14.771,23.071
0.043,0.463,-0.180,16.663,7.507,13.367
0.027,0.401,-0.191,17.212,0.671,3.235
0.077,0.384,-0.187,18.005,-5.310,-7.080
0.078,0.378,-0.171,18.127,-11.719,-16.907

-0.041,1.307,-0.348,22.705,37.781,81.970
0.169,1.243,-0.282,24.902,42.175,87.341
0.135,1.268,-0.269,25.085,43.396,92.834
0.149,1.265,-0.274,26.245,42.664,97.595
0.156,1.237,-0.292,26.245,40.649,102.051
0.053,1.238,-0.361,22.400,38.879,106.262
0.164,1.166,-0.373,19.592,36.316,109.070
0.150,1.098,-0.366,15.930,37.903,111.816
0.100,1.032,-0.368,12.390,33.936,115.112
0.018,1.020,-0.413,7.141,23.499,116.333
-0.037,1.078,-0.368,4.456,14.465,114.624
-0.213,1.115,-0.334,6.348,14.038,112.183
-0.306,1.087,-0.367,7.141,14.343,112.244
-0.385,1.076,-0.399,7.019,12.390,110.596
-0.343,1.026,-0.432,6.714,14.526,106.995
-0.208,0.959,-0.465,6.653,14.771,101.440
-0.144,0.862,-0.430,6.714,15.503,95.825
-0.201,0.764,-0.385,7.690,18.799,89.600
-0.278,0.626,-0.357,8.545,24.475,82.153
-0.338,0.561,-0.325,9.827,27.954,74.341
-0.402,0.482,-0.318,10.315,28.564,66.956
-0.399,0.463,-0.290,10.803,29.419,55.908
-0.272,0.496,-0.265,12.817,29.480,42.114
-0.155,0.495,-0.261,14.404,27.649,28.503
-0.030,0.510,-0.210,17.090,24.597,15.747
-0.003,0.488,-0.168,19.348,19.897,6.287
-0.006,0.432,-0.145,22.278,14.282,-0.488
0.028,0.330,-0.128,24.231,8.301,-7.751
0.072,0.260,-0.101,25.818,2.014,-17.639
0.087,0.219,-0.115,25.940,-5.432,-27.771
0.098,0.257,-0.112,24.597,-12.329,-38.574
0.034,0.316,-0.101,22.217,-21.484,-47.974
-0.018,0.380,-0.114,20.325,-31.006,-56.396
-0.005,0.413,-0.126,17.456,-39.734,-66.162
-0.027,0.446,-0.135,14.587,-47.058,-76.416
-0.029,0.467,-0.152,11.414,-52.490,-85.693
0.017,0.490,-0.159,8.362,-58.350,-94.604
0.029,0.516,-0.176,5.310,-64.209,-103.149
0.014,0.573,-0.197,3.052,-68.359,-110.718
-0.004,0.628,-0.225,1.709,-70.557,-118.591
-0.019,0.691,-0.245,-0.427,-72.388,-126.953
-0.032,0.747,-0.256,-2.502,-73.975,-133.057
-0.070,0.794,-0.274,-4.150,-71.594,-138.306
-0.123,0.840,-0.310,-5.554,-65.613,-143.738
-0.170,0.902,-0.377,-4.395,-56.824,-149.902
-0.144,0.894,-0.480,-8.728,-54.138,-158.081
-0.137,1.034,-0.485,-7.568,-39.307,-167.725
-0.137,1.076,-0.481,-7.324,-29.724,-177.612
-0.107,1.108,-0.458,2.441,-25.146,-169.312
-0.126,1.165,-0.430,7.080,-21.057,-165.405
-0.200,1.203,-0.398,7.568,-11.658,-167.236
-0.188,1.209,-0.398,2.686,-8.545,-173.584
-0.133,1.257,-0.419,0.977,-4.456,-172.668
-0.033,1.275,-0.436,-5.493,-7.141,-174.500
